0.0 1.0 -0.0 1.00000004 0.0
0.01 0.99960008 -0.0 0.99980006 -1.0e-8
0.02 0.99840133 -0.0 0.99920039 -0.0
0.03 0.99640674 -0.0 0.99820179 2.0e-8
0.04 0.99362127 0.0 0.99680558 -1.0e-8
0.05 0.99005188 -0.0 0.99501355 -0.0
0.06 0.98570742 -0.0 0.99282803 -0.0
0.07 0.98059865 0.0 0.99025185 -1.0e-8
0.08 0.97473817 -0.0 0.98728834 0.0
0.09 0.96814037 0.0 0.98394129 1.0e-8
0.1 0.96082139 0.0 0.98021502 1.0e-8
0.11 0.95279902 0.0 0.97611429 -1.0e-8
0.12 0.94409262 -0.0 0.97164432 -1.0e-8
0.13 0.93472309 -0.0 0.96681082 -2.0e-8
0.14 0.92471273 -0.0 0.96161989 0.0
0.15 0.91408518 -0.0 0.95607806 0.0
0.16 0.90286531 -0.0 0.95019229 -1.0e-8
0.17 0.89107913 -0.0 0.94396992 -0.0
0.18 0.87875367 -0.0 0.93741867 -0.0
0.19 0.86591689 0.0 0.93054659 -1.0e-8
0.2 0.85259757 0.0 0.92336214 -0.0
0.21 0.83882518 -0.0 0.91587403 2.0e-8
0.22 0.82462981 -0.0 0.90809134 2.0e-8
0.23 0.81004201 -0.0 0.90002338 0.0
0.24 0.79509271 0.0 0.89167975 2.0e-8
0.25 0.77981309 -0.0 0.88307031 0.0
0.26 0.76423451 0.0 0.87420511 1.0e-8
0.27 0.74838833 -0.0 0.86509444 -0.0
0.28 0.73230588 0.0 0.85574877 1.0e-8
0.29 0.71601833 -0.0 0.84617869 -1.0e-8
0.3 0.69955656 -0.0 0.83639502 -0.0
0.31 0.6829511 0.0 0.82640858 0.0
0.32 0.66623203 0.0 0.81623042 -1.0e-8
0.33 0.64942891 0.0 0.80587156 0.0
0.34 0.63257065 0.0 0.79534314 0.0
0.35000000000000003 0.61568548 -0.0 0.78465631 0.0
0.36 0.59880087 0.0 0.77382229 0.0
0.37 0.58194343 0.0 0.76285219 -1.0e-8
0.38 0.56513889 -0.0 0.75175723 -1.0e-8
0.39 0.54841203 0.0 0.74054849 -0.0
0.4 0.53178662 0.0 0.72923705 1.0e-8
0.41000000000000003 0.51528539 -0.0 0.71783385 -0.0
0.42 0.49893 0.0 0.7063498 -0.0
0.43 0.48274098 -0.0 0.69479567 -1.0e-8
0.44 0.46673773 -0.0 0.68318209 1.0e-8
0.45 0.4509385 -0.0 0.67151958 0.0
0.46 0.43536036 -0.0 0.65981845 0.0
0.47000000000000003 0.42001918 0.0 0.64808889 -0.0
0.48 0.40492967 0.0 0.63634087 -0.0
0.49 0.39010536 -0.0 0.62458418 -0.0
0.5 0.37555857 -0.0 0.61282836 1.0e-8
0.51 0.36130048 -0.0 0.60108278 0.0
0.52 0.3473411 0.0 0.58935654 -1.0e-8
0.53 0.33368932 0.0 0.5776585 -0.0
0.54 0.32035291 -0.0 0.56599729 1.0e-8
0.55 0.30733855 -0.0 0.55438125 -0.0
0.56 0.29465187 0.0 0.54281847 -1.0e-8
0.5700000000000001 0.28229749 0.0 0.53131677 0.0
0.58 0.27027901 -0.0 0.51988367 -1.0e-8
0.59 0.2585991 0.0 0.50852642 -1.0e-8
0.6 0.24725951 0.0 0.49725198 1.0e-8
0.61 0.23626112 -0.0 0.486067 -0.0
0.62 0.22560396 -0.0 0.47497787 -0.0
0.63 0.21528731 0.0 0.46399065 1.0e-8
0.64 0.20530967 -0.0 0.45311111 0.0
0.65 0.19566885 0.0 0.44234474 0.0
0.66 0.18636201 0.0 0.43169669 -0.0
0.67 0.17738571 -0.0 0.42117186 0.0
0.68 0.16873593 0.0 0.41077481 0.0
0.6900000000000001 0.16040811 0.0 0.40050983 0.0
0.7000000000000001 0.15239725 0.0 0.39038092 -1.0e-8
0.71 0.14469789 -0.0 0.38039178 0.0
0.72 0.13730419 -0.0 0.37054582 0.0
0.73 0.13020995 -0.0 0.36084618 0.0
0.74 0.12340868 0.0 0.35129572 -1.0e-8
0.75 0.11689357 0.0 0.34189703 0.0
0.76 0.11065762 0.0 0.33265242 0.0
0.77 0.10469362 0.0 0.32356395 0.0
0.78 0.09899418 -0.0 0.31463343 -0.0
0.79 0.0935518 -0.0 0.3058624 -0.0
0.8 0.08835885 0.0 0.29725218 0.0
0.81 0.08340766 0.0 0.28880386 -0.0
0.8200000000000001 0.07869049 0.0 0.28051827 0.0
0.8300000000000001 0.07419959 0.0 0.27239604 0.0
0.84 0.06992723 0.0 0.2644376 -0.0
0.85 0.0658657 -0.0 0.25664314 -0.0
0.86 0.06200731 -0.0 0.24901268 -0.0
0.87 0.05834449 0.0 0.24154604 0.0
0.88 0.05486972 0.0 0.23424287 0.0
0.89 0.0515756 -0.0 0.22710263 -0.0
0.9 0.04845484 -0.0 0.2201246 -0.0
0.91 0.04550028 -0.0 0.21330795 -0.0
0.92 0.0427049 0.0 0.20665165 -0.0
0.93 0.04006184 0.0 0.20015454 -0.0
0.9400000000000001 0.03756439 0.0 0.19381536 -0.0
0.9500000000000001 0.03520602 0.0 0.18763268 -0.0
0.96 0.03298036 -0.0 0.18160496 -0.0
0.97 0.03088123 -0.0 0.17573057 0.0
0.98 0.02890263 -0.0 0.17000775 0.0
0.99 0.02703875 -0.0 0.16443466 0.0
1.0 0.02528397 0.0 0.15900936 0.0
1.01 0.02363286 0.0 0.15372983 -0.0
1.02 0.02208017 0.0 0.14859398 0.0
1.03 0.02062086 0.0 0.14359965 -0.0
1.04 0.01925006 0.0 0.1387446 -0.0
1.05 0.01796312 0.0 0.13402656 -0.0
1.06 0.01675554 0.0 0.1294432 0.0
1.07 0.01562303 0.0 0.12499212 -0.0
1.08 0.01456147 0.0 0.12067093 0.0
1.09 0.01356693 -0.0 0.11647717 -0.0
1.1 0.01263564 -0.0 0.11240836 0.0
1.11 0.011764 -0.0 0.108462 -0.0
1.12 0.0109486 -0.0 0.10463558 0.0
1.1300000000000001 0.01018617 -0.0 0.10092656 -0.0
1.1400000000000001 0.00947359 -0.0 0.0973324 0.0
1.1500000000000001 0.00880793 -0.0 0.09385055 0.0
1.16 0.00818635 0.0 0.09047848 -0.0
1.17 0.00760622 0.0 0.08721363 0.0
1.18 0.00706499 -0.0 0.08405348 0.0
1.19 0.00656027 -0.0 0.08099549 -0.0
1.2 0.0060898 -0.0 0.07803715 -0.0
1.21 0.00565143 -0.0 0.07517597 -0.0
1.22 0.00524313 0.0 0.07240946 0.0
1.23 0.004863 0.0 0.06973518 -0.0
1.24 0.00450921 0.0 0.06715069 -0.0
1.25 0.00418009 -0.0 0.06465358 -0.0
1.26 0.003874 -0.0 0.06224149 0.0
1.27 0.00358945 -0.0 0.05991205 0.0
1.28 0.00332502 0.0 0.05766296 0.0
1.29 0.00307935 -0.0 0.05549193 -0.0
1.3 0.00285121 0.0 0.05339673 -0.0
1.31 0.0026394 -0.0 0.05137514 -0.0
1.32 0.00244283 -0.0 0.04942499 0.0
1.33 0.00226045 -0.0 0.04754414 0.0
1.34 0.00209128 0.0 0.04573051 -0.0
1.35 0.00193442 -0.0 0.04398203 0.0
